Date,Description,Amount,Category
05 Sep,"05 Sep Insurance Premium 9,114.19 2,014,543.75",2014543.75,Others
06 Sep,"06 Sep Grocery - BigBasket 8,998.48 2,005,545.27",2005545.27,Others
06 Sep,"06 Sep Insurance Premium 6,400.29 1,999,144.98",1999144.98,Others
06 Sep,"06 Sep Mobile Recharge 18,739.86 1,980,405.12",1980405.12,Utilities
09 Sep,"09 Sep ATM Withdrawal 17,064.85 1,963,340.27",1963340.27,Others
09 Sep,"09 Sep Salary Credit 27,669.81 1,991,010.08",1991010.08,Income
09 Sep,"09 Sep Refund - Flipkart 28,221.50 2,019,231.58",2019231.58,Shopping
11 Sep,"11 Sep Fuel - HPCL 4,781.30 2,014,450.28",2014450.28,Travel
11 Sep,"11 Sep Fuel - HPCL 14,264.30 2,000,185.98",2000185.98,Travel
12 Sep,"12 Sep NEFT Inward 10,955.20 2,011,141.18",2011141.18,Bank Transfer
12 Sep,"12 Sep Fuel - HPCL 3,845.71 2,007,295.47",2007295.47,Travel
12 Sep,"12 Sep Medical - Pharmacy 7,269.73 2,000,025.74",2000025.74,Others
13 Sep,"13 Sep NEFT Inward 43,700.42 2,043,726.16",2043726.16,Bank Transfer
14 Sep,"14 Sep NEFT Inward 32,595.27 2,076,321.43",2076321.43,Bank Transfer
15 Sep,"15 Sep Netflix Subscription 19,502.00 2,056,819.43",2056819.43,Others
15 Sep,"15 Sep Dividend Credit 32,291.02 2,089,110.45",2089110.45,Others
15 Sep,"15 Sep Medical - Pharmacy 17,882.29 2,071,228.16",2071228.16,Others
16 Sep,"16 Sep Flight Ticket - IndiGo 8,540.08 2,062,688.08",2062688.08,Others
17 Sep,"17 Sep Rental Income 9,696.66 2,072,384.74",2072384.74,Rent
17 Sep,"17 Sep Insurance Claim 25,158.77 2,097,543.51",2097543.51,Others
17 Sep,"17 Sep Dividend Credit 25,335.58 2,122,879.09",2122879.09,Others
18 Sep,"18 Sep FD Maturity 2,374.32 2,125,253.41",2125253.41,Others
18 Sep,"18 Sep Hotel Booking 2,351.97 2,122,901.44",2122901.44,Others
20 Sep,"20 Sep EMI Debit 10,575.52 2,112,325.92",2112325.92,Others
21 Sep,"21 Sep Bill Payment - Electricity 10,514.80 2,101,811.12",2101811.12,Utilities
21 Sep,"21 Sep Bonus Credit 31,717.81 2,133,528.93",2133528.93,Others
21 Sep,"21 Sep Insurance Premium 1,653.83 2,131,875.10",2131875.1,Others
23 Sep,"23 Sep Flight Ticket - IndiGo 314.59 2,131,560.51",2131560.51,Others
23 Sep,"23 Sep Mutual Fund SIP 9,437.72 2,122,122.79",2122122.79,Others
24 Sep,"24 Sep Refund - Amazon 48,899.15 2,171,021.94",2171021.94,Shopping
24 Sep,"24 Sep Rental Income 2,248.65 2,173,270.59",2173270.59,Rent
24 Sep,"24 Sep EMI Debit 14,566.74 2,158,703.85",2158703.85,Others
26 Sep,"26 Sep Insurance Premium 11,499.91 2,147,203.94",2147203.94,Others
26 Sep,"26 Sep Insurance Premium 12,523.91 2,134,680.03",2134680.03,Others
26 Sep,"26 Sep Bill Payment - Electricity 2,623.74 2,132,056.29",2132056.29,Utilities
27 Sep,"27 Sep Refund - Amazon 30,981.99 2,163,038.28",2163038.28,Shopping
27 Sep,"27 Sep Bill Payment - Water 382.64 2,162,655.64",2162655.64,Utilities
28 Sep,"28 Sep Flight Ticket - IndiGo 14,805.45 2,147,850.19",2147850.19,Others
29 Sep,"29 Sep Swiggy Order 5,298.93 2,142,551.26",2142551.26,Food
29 Sep,"29 Sep ATM Withdrawal 16,007.50 2,126,543.76",2126543.76,Others
30 Sep,"30 Sep Netflix Subscription 19,350.18 2,107,193.58",2107193.58,Others
30 Sep,"30 Sep Medical - Pharmacy 15,079.95 2,092,113.63",2092113.63,Others
01 Oct,"01 Oct Bonus Credit 22,289.16 2,114,402.79",2114402.79,Others
01 Oct,"01 Oct Refund - Flipkart 29,098.99 2,143,501.78",2143501.78,Shopping
01 Oct,"01 Oct UPI Transfer Received 13,587.58 2,157,089.36",2157089.36,Bank Transfer
03 Oct,"03 Oct Hotel Booking 9,577.02 2,147,512.34",2147512.34,Others
04 Oct,"04 Oct FD Maturity 35,427.59 2,182,939.93",2182939.93,Others
05 Oct,"05 Oct Salary Credit 43,578.75 2,226,518.68",2226518.68,Income
05 Oct,"05 Oct Dividend Credit 39,966.80 2,266,485.48",2266485.48,Others
06 Oct,"06 Oct ATM Withdrawal 13,689.24 2,252,796.24",2252796.24,Others
06 Oct,"06 Oct Refund - Flipkart 26,799.02 2,279,595.26",2279595.26,Shopping
07 Oct,"07 Oct EMI Debit 13,076.11 2,266,519.15",2266519.15,Others
07 Oct,"07 Oct UPI Transfer Received 13,720.85 2,280,240.00",2280240.0,Bank Transfer
07 Oct,"07 Oct FD Maturity 29,416.75 2,309,656.75",2309656.75,Others
08 Oct,"08 Oct Grocery - BigBasket 11,815.61 2,297,841.14",2297841.14,Others
09 Oct,"09 Oct Mutual Fund SIP 19,864.98 2,277,976.16",2277976.16,Others
09 Oct,"09 Oct Bill Payment - Electricity 13,488.76 2,264,487.40",2264487.4,Utilities
11 Oct,"11 Oct FD Maturity 5,643.41 2,270,130.81",2270130.81,Others
11 Oct,"11 Oct Refund - Amazon 36,399.91 2,306,530.72",2306530.72,Shopping
11 Oct,"11 Oct UPI Transfer Received 1,673.17 2,308,203.89",2308203.89,Bank Transfer
13 Oct,"13 Oct Bill Payment - Water 12,797.85 2,295,406.04",2295406.04,Utilities
15 Oct,"15 Oct Bonus Credit 38,310.96 2,333,717.00",2333717.0,Others
16 Oct,"16 Oct EMI Debit 13,943.51 2,319,773.49",2319773.49,Others
17 Oct,"17 Oct Flight Ticket - IndiGo 18,730.02 2,301,043.47",2301043.47,Others
17 Oct,"17 Oct Medical - Pharmacy 5,600.03 2,295,443.44",2295443.44,Others
18 Oct,"18 Oct Refund - Amazon 39,146.20 2,334,589.64",2334589.64,Shopping
18 Oct,"18 Oct Mutual Fund SIP 7,717.70 2,326,871.94",2326871.94,Others
20 Oct,"20 Oct Flight Ticket - IndiGo 5,366.83 2,321,505.11",2321505.11,Others
20 Oct,"20 Oct Interest Credit 48,981.39 2,370,486.50",2370486.5,Others
21 Oct,"21 Oct NEFT Inward 24,856.84 2,395,343.34",2395343.34,Bank Transfer
21 Oct,"21 Oct Bill Payment - Water 8,681.95 2,386,661.39",2386661.39,Utilities
21 Oct,"21 Oct Bill Payment - Water 14,336.47 2,372,324.92",2372324.92,Utilities
25 Oct,"25 Oct Hotel Booking 473.42 2,371,851.50",2371851.5,Others
25 Oct,"25 Oct Salary Credit 32,196.60 2,404,048.10",2404048.1,Income
26 Oct,"26 Oct Dividend Credit 35,152.73 2,439,200.83",2439200.83,Others
26 Oct,"26 Oct Hotel Booking 10,356.12 2,428,844.71",2428844.71,Others
26 Oct,"26 Oct Bill Payment - Electricity 8,137.86 2,420,706.85",2420706.85,Utilities
27 Oct,"27 Oct FD Maturity 47,730.69 2,468,437.54",2468437.54,Others
29 Oct,"29 Oct Salary Credit 15,489.99 2,483,927.53",2483927.53,Income
29 Oct,"29 Oct Bill Payment - Electricity 19,180.60 2,464,746.93",2464746.93,Utilities
30 Oct,"30 Oct Bill Payment - Electricity 19,222.42 2,445,524.51",2445524.51,Utilities
30 Oct,"30 Oct Insurance Premium 15,233.02 2,430,291.49",2430291.49,Others
31 Oct,"31 Oct Dividend Credit 2,446.89 2,432,738.38",2432738.38,Others
01 Nov,"01 Nov UPI Transfer Received 19,810.18 2,452,548.56",2452548.56,Bank Transfer
02 Nov,"02 Nov Flight Ticket - IndiGo 17,715.76 2,434,832.80",2434832.8,Others
02 Nov,"02 Nov Grocery - BigBasket 2,884.86 2,431,947.94",2431947.94,Others
04 Nov,"04 Nov Insurance Premium 1,353.55 2,430,594.39",2430594.39,Others
05 Nov,"05 Nov Flight Ticket - IndiGo 16,701.58 2,413,892.81",2413892.81,Others
05 Nov,"05 Nov Mutual Fund SIP 426.72 2,413,466.09",2413466.09,Others
05 Nov,"05 Nov Salary Credit 39,495.04 2,452,961.13",2452961.13,Income
06 Nov,"06 Nov Bonus Credit 40,451.63 2,493,412.76",2493412.76,Others
06 Nov,"06 Nov Netflix Subscription 18,807.79 2,474,604.97",2474604.97,Others
06 Nov,"06 Nov Bill Payment - Electricity 4,736.41 2,469,868.56",2469868.56,Utilities
08 Nov,"08 Nov ATM Withdrawal 479.35 2,469,389.21",2469389.21,Others
09 Nov,"09 Nov Amazon Purchase 2,697.70 2,466,691.51",2466691.51,Shopping
11 Nov,"11 Nov Amazon Purchase 2,036.12 2,464,655.39",2464655.39,Shopping
11 Nov,"11 Nov Bill Payment - Water 1,372.76 2,463,282.63",2463282.63,Utilities
13 Nov,"13 Nov Bill Payment - Electricity 12,351.01 2,450,931.62",2450931.62,Utilities
13 Nov,"13 Nov Fuel - HPCL 8,581.61 2,442,350.01",2442350.01,Travel
13 Nov,"13 Nov Rental Income 48,804.74 2,491,154.75",2491154.75,Rent
14 Nov,"14 Nov Interest Credit 48,252.27 2,539,407.02",2539407.02,Others
16 Nov,"16 Nov NEFT Inward 6,476.90 2,545,883.92",2545883.92,Bank Transfer
17 Nov,"17 Nov NEFT Inward 18,811.40 2,564,695.32",2564695.32,Bank Transfer
17 Nov,"17 Nov Salary Credit 46,320.94 2,611,016.26",2611016.26,Income
17 Nov,"17 Nov Bonus Credit 39,657.09 2,650,673.35",2650673.35,Others
18 Nov,"18 Nov Hotel Booking 411.04 2,650,262.31",2650262.31,Others
18 Nov,"18 Nov UPI Transfer Received 857.59 2,651,119.90",2651119.9,Bank Transfer
18 Nov,"18 Nov Insurance Premium 11,915.24 2,639,204.66",2639204.66,Others
19 Nov,"19 Nov Hotel Booking 15,865.59 2,623,339.07",2623339.07,Others
19 Nov,"19 Nov EMI Debit 4,202.59 2,619,136.48",2619136.48,Others
19 Nov,"19 Nov Amazon Purchase 8,299.42 2,610,837.06",2610837.06,Shopping
21 Nov,"21 Nov Bill Payment - Electricity 12,279.79 2,598,557.27",2598557.27,Utilities
22 Nov,"22 Nov Interest Credit 726.22 2,599,283.49",2599283.49,Others
22 Nov,"22 Nov UPI Transfer Received 49,336.87 2,648,620.36",2648620.36,Bank Transfer
23 Nov,"23 Nov Swiggy Order 19,736.96 2,628,883.40",2628883.4,Food
23 Nov,"23 Nov Grocery - BigBasket 12,566.64 2,616,316.76",2616316.76,Others
24 Nov,"24 Nov NEFT Inward 6,077.62 2,622,394.38",2622394.38,Bank Transfer
24 Nov,"24 Nov Hotel Booking 19,374.62 2,603,019.76",2603019.76,Others
25 Nov,"25 Nov Salary Credit 33,672.06 2,636,691.82",2636691.82,Income
25 Nov,"25 Nov Interest Credit 18,527.56 2,655,219.38",2655219.38,Others
25 Nov,"25 Nov FD Maturity 17,047.58 2,672,266.96",2672266.96,Others
29 Nov,"29 Nov Freelance Payment 1,938.73 2,674,205.69",2674205.69,Others
02 Dec,"02 Dec Mutual Fund SIP 11,894.86 2,662,310.83",2662310.83,Others
03 Dec,"03 Dec Refund - Flipkart 34,004.20 2,696,315.03",2696315.03,Shopping
03 Dec,"03 Dec Interest Credit 5,951.58 2,702,266.61",2702266.61,Others
03 Dec,"03 Dec Interest Credit 37,018.52 2,739,285.13",2739285.13,Others
04 Dec,"04 Dec Hotel Booking 1,563.24 2,737,721.89",2737721.89,Others
04 Dec,"04 Dec Interest Credit 22,075.32 2,759,797.21",2759797.21,Others
04 Dec,"04 Dec Fuel - HPCL 9,154.32 2,750,642.89",2750642.89,Travel
05 Dec,"05 Dec Bonus Credit 36,131.15 2,786,774.04",2786774.04,Others
05 Dec,"05 Dec Refund - Flipkart 13,849.88 2,800,623.92",2800623.92,Shopping
06 Dec,"06 Dec Refund - Amazon 28,648.96 2,829,272.88",2829272.88,Shopping
07 Dec,"07 Dec Dividend Credit 23,543.95 2,852,816.83",2852816.83,Others
08 Dec,"08 Dec Insurance Premium 4,475.09 2,848,341.74",2848341.74,Others
09 Dec,"09 Dec Amazon Purchase 12,796.18 2,835,545.56",2835545.56,Shopping
10 Dec,"10 Dec FD Maturity 42,920.20 2,878,465.76",2878465.76,Others
11 Dec,"11 Dec EMI Debit 16,756.08 2,861,709.68",2861709.68,Others
13 Dec,"13 Dec Mutual Fund SIP 5,008.42 2,856,701.26",2856701.26,Others
13 Dec,"13 Dec Rental Income 11,509.13 2,868,210.39",2868210.39,Rent
13 Dec,"13 Dec UPI Payment 18,283.72 2,849,926.67",2849926.67,Bank Transfer
14 Dec,"14 Dec Hotel Booking 897.17 2,849,029.50",2849029.5,Others
14 Dec,"14 Dec Medical - Pharmacy 10,133.90 2,838,895.60",2838895.6,Others
14 Dec,"14 Dec Bill Payment - Water 9,637.46 2,829,258.14",2829258.14,Utilities
15 Dec,"15 Dec UPI Payment 1,753.52 2,827,504.62",2827504.62,Bank Transfer
15 Dec,"15 Dec Grocery - BigBasket 8,191.70 2,819,312.92",2819312.92,Others
15 Dec,"15 Dec Bonus Credit 15,141.63 2,834,454.55",2834454.55,Others
18 Dec,"18 Dec Flight Ticket - IndiGo 3,319.88 2,831,134.67",2831134.67,Others
18 Dec,"18 Dec UPI Payment 14,971.01 2,816,163.66",2816163.66,Bank Transfer
18 Dec,"18 Dec Netflix Subscription 9,328.84 2,806,834.82",2806834.82,Others
19 Dec,"19 Dec Bonus Credit 43,641.81 2,850,476.63",2850476.63,Others
19 Dec,"19 Dec Bill Payment - Electricity 12,704.71 2,837,771.92",2837771.92,Utilities
19 Dec,"19 Dec Freelance Payment 34,692.16 2,872,464.08",2872464.08,Others
21 Dec,"21 Dec Rental Income 13,854.57 2,886,318.65",2886318.65,Rent
21 Dec,"21 Dec Bill Payment - Electricity 15,910.13 2,870,408.52",2870408.52,Utilities
22 Dec,"22 Dec Mobile Recharge 1,190.75 2,869,217.77",2869217.77,Utilities
22 Dec,"22 Dec Mobile Recharge 2,308.23 2,866,909.54",2866909.54,Utilities
23 Dec,"23 Dec Amazon Purchase 7,374.87 2,859,534.67",2859534.67,Shopping
23 Dec,"23 Dec Grocery - BigBasket 14,126.99 2,845,407.68",2845407.68,Others
23 Dec,"23 Dec Freelance Payment 17,079.02 2,862,486.70",2862486.7,Others
25 Dec,"25 Dec Grocery - BigBasket 15,070.32 2,847,416.38",2847416.38,Others
25 Dec,"25 Dec Mutual Fund SIP 15,241.63 2,832,174.75",2832174.75,Others
25 Dec,"25 Dec Bonus Credit 13,734.21 2,845,908.96",2845908.96,Others
26 Dec,"26 Dec Refund - Flipkart 3,636.77 2,849,545.73",2849545.73,Shopping
26 Dec,"26 Dec Bill Payment - Water 10,078.86 2,839,466.87",2839466.87,Utilities
26 Dec,"26 Dec Insurance Premium 10,684.90 2,828,781.97",2828781.97,Others
27 Dec,"27 Dec Bill Payment - Electricity 16,018.09 2,812,763.88",2812763.88,Utilities
27 Dec,"27 Dec UPI Transfer Received 44,256.96 2,857,020.84",2857020.84,Bank Transfer
27 Dec,"27 Dec Refund - Amazon 44,948.32 2,901,969.16",2901969.16,Shopping
30 Dec,"30 Dec FD Maturity 35,005.56 2,936,974.72",2936974.72,Others
31 Dec,"31 Dec UPI Payment 10,461.68 2,926,513.04",2926513.04,Bank Transfer
,Account Number IN04 0004 5678 9012,9012.0,Others
,IFSC Code AXIS0004567,4567.0,Others
,"Opening Balance Rs. 67,300.00",67300.0,Others
,"Total Credits (+) Rs. 5,896,733.56",5896733.56,Others
,"Total Debits (–) Rs. 3,129,680.35",3129680.35,Others
,"Closing Balance Rs. 2,834,353.21",2834353.21,Others
01 Jan,"01 Jan NEFT Inward 34,278.97 101,578.97",101578.97,Bank Transfer
01 Jan,"01 Jan UPI Payment 8,460.59 93,118.38",93118.38,Bank Transfer
02 Jan,"02 Jan Interest Credit 1,590.81 94,709.19",94709.19,Others
02 Jan,"02 Jan Mutual Fund SIP 10,440.45 84,268.74",84268.74,Others
03 Jan,"03 Jan Mutual Fund SIP 13,149.63 71,119.11",71119.11,Others
03 Jan,"03 Jan Flight Ticket - IndiGo 13,350.52 57,768.59",57768.59,Others
03 Jan,"03 Jan Insurance Premium 9,874.64 47,893.95",47893.95,Others
04 Jan,"04 Jan Mobile Recharge 3,335.99 44,557.96",44557.96,Utilities
05 Jan,"05 Jan Mobile Recharge 727.85 43,830.11",43830.11,Utilities
05 Jan,"05 Jan Rental Income 47,832.59 91,662.70",91662.7,Rent
06 Jan,"06 Jan Amazon Purchase 5,776.41 85,886.29",85886.29,Shopping
07 Jan,"07 Jan Refund - Flipkart 6,287.41 92,173.70",92173.7,Shopping
08 Jan,"08 Jan Interest Credit 18,798.77 110,972.47",110972.47,Others
10 Jan,"10 Jan Flight Ticket - IndiGo 3,044.09 107,928.38",107928.38,Others
10 Jan,"10 Jan Insurance Premium 3,335.69 104,592.69",104592.69,Others
13 Jan,"13 Jan Flight Ticket - IndiGo 15,393.51 89,199.18",89199.18,Others
13 Jan,"13 Jan Mutual Fund SIP 3,205.46 85,993.72",85993.72,Others
13 Jan,"13 Jan Insurance Premium 5,981.58 80,012.14",80012.14,Others
14 Jan,"14 Jan Flight Ticket - IndiGo 14,598.02 65,414.12",65414.12,Others
15 Jan,"15 Jan ATM Withdrawal 14,385.45 51,028.67",51028.67,Others
15 Jan,"15 Jan Refund - Amazon 27,772.52 78,801.19",78801.19,Shopping
17 Jan,"17 Jan Mobile Recharge 4,485.26 74,315.93",74315.93,Utilities
17 Jan,"17 Jan Bonus Credit 3,224.16 77,540.09",77540.09,Others
17 Jan,"17 Jan Refund - Amazon 26,558.48 104,098.57",104098.57,Shopping
18 Jan,"18 Jan FD Maturity 27,151.41 131,249.98",131249.98,Others
20 Jan,"20 Jan Rental Income 16,229.01 147,478.99",147478.99,Rent
20 Jan,"20 Jan Mobile Recharge 1,215.35 146,263.64",146263.64,Utilities
20 Jan,"20 Jan Dividend Credit 35,940.21 182,203.85",182203.85,Others
21 Jan,"21 Jan Refund - Flipkart 1,103.44 183,307.29",183307.29,Shopping
21 Jan,"21 Jan Freelance Payment 48,887.42 232,194.71",232194.71,Others
23 Jan,"23 Jan Medical - Pharmacy 8,939.99 223,254.72",223254.72,Others
24 Jan,"24 Jan Dividend Credit 40,380.80 263,635.52",263635.52,Others
24 Jan,"24 Jan Bill Payment - Electricity 8,342.46 255,293.06",255293.06,Utilities
24 Jan,"24 Jan Freelance Payment 15,509.94 270,803.00",270803.0,Others
25 Jan,"25 Jan Dividend Credit 48,024.72 318,827.72",318827.72,Others
25 Jan,"25 Jan Refund - Amazon 20,768.30 339,596.02",339596.02,Shopping
26 Jan,"26 Jan Rental Income 23,374.94 362,970.96",362970.96,Rent
26 Jan,"26 Jan Amazon Purchase 2,824.85 360,146.11",360146.11,Shopping
26 Jan,"26 Jan Hotel Booking 5,860.32 354,285.79",354285.79,Others
28 Jan,"28 Jan Flight Ticket - IndiGo 6,147.90 348,137.89",348137.89,Others
28 Jan,"28 Jan NEFT Inward 39,665.37 387,803.26",387803.26,Bank Transfer
29 Jan,"29 Jan Bonus Credit 32,207.48 420,010.74",420010.74,Others
29 Jan,"29 Jan Insurance Premium 13,110.88 406,899.86",406899.86,Others
30 Jan,"30 Jan Bonus Credit 45,386.26 452,286.12",452286.12,Others
30 Jan,"30 Jan Refund - Amazon 6,408.06 458,694.18",458694.18,Shopping
30 Jan,"30 Jan Mobile Recharge 19,415.44 439,278.74",439278.74,Utilities
31 Jan,"31 Jan Hotel Booking 17,380.08 421,898.66",421898.66,Others
31 Jan,"31 Jan Mobile Recharge 16,383.79 405,514.87",405514.87,Utilities
31 Jan,"31 Jan EMI Debit 11,547.75 393,967.12",393967.12,Others
01 Feb,"01 Feb Flight Ticket - IndiGo 3,008.13 390,958.99",390958.99,Others
02 Feb,"02 Feb Refund - Flipkart 3,117.97 394,076.96",394076.96,Shopping
03 Feb,"03 Feb ATM Withdrawal 19,107.61 374,969.35",374969.35,Others
03 Feb,"03 Feb UPI Transfer Received 26,715.81 401,685.16",401685.16,Bank Transfer
03 Feb,"03 Feb Amazon Purchase 15,352.20 386,332.96",386332.96,Shopping
05 Feb,"05 Feb Insurance Premium 17,461.62 368,871.34",368871.34,Others
06 Feb,"06 Feb Bill Payment - Water 13,798.10 355,073.24",355073.24,Utilities
06 Feb,"06 Feb Netflix Subscription 7,097.42 347,975.82",347975.82,Others
08 Feb,"08 Feb Hotel Booking 7,522.98 340,452.84",340452.84,Others
09 Feb,"09 Feb UPI Transfer Received 45,584.00 386,036.84",386036.84,Bank Transfer
09 Feb,"09 Feb Interest Credit 25,417.45 411,454.29",411454.29,Others
09 Feb,"09 Feb Bill Payment - Water 11,217.24 400,237.05",400237.05,Utilities
10 Feb,"10 Feb Netflix Subscription 1,620.37 398,616.68",398616.68,Others
10 Feb,"10 Feb Insurance Premium 9,642.41 388,974.27",388974.27,Others
10 Feb,"10 Feb Flight Ticket - IndiGo 2,866.38 386,107.89",386107.89,Others
11 Feb,"11 Feb Insurance Claim 15,581.87 401,689.76",401689.76,Others
11 Feb,"11 Feb Netflix Subscription 4,524.92 397,164.84",397164.84,Others
12 Feb,"12 Feb UPI Transfer Received 10,887.13 408,051.97",408051.97,Bank Transfer
13 Feb,"13 Feb Bill Payment - Electricity 15,702.19 392,349.78",392349.78,Utilities
13 Feb,"13 Feb Dividend Credit 24,470.62 416,820.40",416820.4,Others
13 Feb,"13 Feb Bonus Credit 5,836.96 422,657.36",422657.36,Others
15 Feb,"15 Feb UPI Transfer Received 13,024.12 435,681.48",435681.48,Bank Transfer
15 Feb,"15 Feb UPI Transfer Received 1,008.48 436,689.96",436689.96,Bank Transfer
15 Feb,"15 Feb Grocery - BigBasket 18,409.95 418,280.01",418280.01,Others
16 Feb,"16 Feb UPI Transfer Received 17,900.92 436,180.93",436180.93,Bank Transfer
17 Feb,"17 Feb Mobile Recharge 18,842.72 417,338.21",417338.21,Utilities
18 Feb,"18 Feb Insurance Claim 25,281.40 442,619.61",442619.61,Others
18 Feb,"18 Feb Bill Payment - Electricity 10,147.69 432,471.92",432471.92,Utilities
21 Feb,"21 Feb Amazon Purchase 19,288.85 413,183.07",413183.07,Shopping
24 Feb,"24 Feb Hotel Booking 17,040.81 396,142.26",396142.26,Others
25 Feb,"25 Feb Bill Payment - Water 3,784.00 392,358.26",392358.26,Utilities
25 Feb,"25 Feb Dividend Credit 18,063.71 410,421.97",410421.97,Others
26 Feb,"26 Feb UPI Transfer Received 11,763.93 422,185.90",422185.9,Bank Transfer
26 Feb,"26 Feb Flight Ticket - IndiGo 6,354.18 415,831.72",415831.72,Others
26 Feb,"26 Feb Refund - Flipkart 7,227.66 423,059.38",423059.38,Shopping
27 Feb,"27 Feb Mutual Fund SIP 908.11 422,151.27",422151.27,Others
27 Feb,"27 Feb Flight Ticket - IndiGo 7,757.14 414,394.13",414394.13,Others
28 Feb,"28 Feb Swiggy Order 16,837.69 397,556.44",397556.44,Food
28 Feb,"28 Feb Medical - Pharmacy 5,882.73 391,673.71",391673.71,Others
29 Feb,"29 Feb Hotel Booking 17,905.62 373,768.09",373768.09,Others
01 Mar,"01 Mar FD Maturity 49,936.80 423,704.89",423704.89,Others
01 Mar,"01 Mar Bill Payment - Electricity 7,987.76 415,717.13",415717.13,Utilities
03 Mar,"03 Mar UPI Transfer Received 34,904.34 450,621.47",450621.47,Bank Transfer
04 Mar,"04 Mar Refund - Flipkart 48,772.77 499,394.24",499394.24,Shopping
05 Mar,"05 Mar Bill Payment - Water 19,814.16 479,580.08",479580.08,Utilities
06 Mar,"06 Mar EMI Debit 14,531.49 465,048.59",465048.59,Others
07 Mar,"07 Mar Fuel - HPCL 16,039.59 449,009.00",449009.0,Travel
07 Mar,"07 Mar Dividend Credit 33,500.51 482,509.51",482509.51,Others
08 Mar,"08 Mar Flight Ticket - IndiGo 3,032.74 479,476.77",479476.77,Others
08 Mar,"08 Mar FD Maturity 12,909.15 492,385.92",492385.92,Others
08 Mar,"08 Mar Salary Credit 47,148.95 539,534.87",539534.87,Income
12 Mar,"12 Mar Fuel - HPCL 19,444.24 520,090.63",520090.63,Travel
12 Mar,"12 Mar Insurance Premium 6,606.42 513,484.21",513484.21,Others
12 Mar,"12 Mar Bill Payment - Electricity 2,017.04 511,467.17",511467.17,Utilities
13 Mar,"13 Mar Hotel Booking 4,118.44 507,348.73",507348.73,Others
13 Mar,"13 Mar Mutual Fund SIP 5,307.14 502,041.59",502041.59,Others
13 Mar,"13 Mar UPI Payment 10,856.53 491,185.06",491185.06,Bank Transfer
15 Mar,"15 Mar Flight Ticket - IndiGo 2,470.77 488,714.29",488714.29,Others
15 Mar,"15 Mar FD Maturity 19,128.66 507,842.95",507842.95,Others
15 Mar,"15 Mar Bonus Credit 9,255.02 517,097.97",517097.97,Others
16 Mar,"16 Mar Medical - Pharmacy 3,366.47 513,731.50",513731.5,Others
16 Mar,"16 Mar FD Maturity 35,928.30 549,659.80",549659.8,Others
18 Mar,"18 Mar Hotel Booking 13,738.95 535,920.85",535920.85,Others
18 Mar,"18 Mar ATM Withdrawal 17,101.59 518,819.26",518819.26,Others
18 Mar,"18 Mar Dividend Credit 24,987.21 543,806.47",543806.47,Others
19 Mar,"19 Mar ATM Withdrawal 5,760.31 538,046.16",538046.16,Others
19 Mar,"19 Mar Refund - Flipkart 2,733.36 540,779.52",540779.52,Shopping
20 Mar,"20 Mar Mutual Fund SIP 11,720.94 529,058.58",529058.58,Others
20 Mar,"20 Mar Refund - Flipkart 21,693.34 550,751.92",550751.92,Shopping
